grapheme	label	olaph	espeak	gruut	olaph_source	olaph_splits	olaph_per	espeak_per	gruut_per
hocicona	oθikona	oθikona	ˌoθikˈona	oθikona	dict	[]	0.000	0.286	0.000
hocicudo	oθikudo	oθikuðo	ˌoθikˈuðo	oθikudo	dict	[]	0.143	0.429	0.000
hocino	oθino	oθino	oθˈino	oθino	dict	[]	0.000	0.200	0.000
hociqueada	oθikeada	oθikeaða	ˌoθikeˈaða	oθikeada	compound	hocique|ada	0.125	0.375	0.000
hociqueadas	oθikeadas	oθikeadas	ˌoθikeˈaðas	oθikeadas	compound	hocique|adas	0.000	0.333	0.000
hociqueado	oθikeado	oθikeado	ˌoθikeˈaðo	oθikeado	compound	hocique|ado	0.000	0.375	0.000
hociqueados	oθikeados	oθikeados	ˌoθikeˈaðos	oθikeados	compound	hocique|ados	0.000	0.333	0.000
hociquear	oθikeaɾ	oθikeaɾ	ˌoθikeˈaɾ	oθikeaɾ	compound	hocique|ar	0.000	0.286	0.000
hociquito	oθikito	oθikito	ˌoθikˈito	oθikito	dict	[]	0.000	0.286	0.000
hockey	xokei	okei	okˈeɪ	otʃeʝ	compound	ho|c|k|e|y	0.200	0.600	0.800
hocofaisán	okofaisan	okofaiˈsan	ˌokofaɪsˈan	okofaisan	compound	ho|co|faisán	0.111	0.333	0.000
hogar	oɡaɾ	oɣaɾ	oɣˈaɾ	ogaɾ	dict	[]	0.250	0.500	0.250
hogareña	oɡaɾeɲa	oɣaɾeɲa	ˌoɣaɾˈeɲa	ogaɾeɲa	dict	[]	0.143	0.429	0.143
hogareñas	oɡaɾeɲas	oɣaɾeɲas	ˌoɣaɾˈeɲas	ogaɾeɲas	dict	[]	0.125	0.375	0.125
hogareño	oɡaɾeɲo	oɣaɾeɲo	ˌoɣaɾˈeɲo	ogaɾeɲo	dict	[]	0.143	0.429	0.143
hogareños	oɡaɾeɲos	oɣaɾeɲos	ˌoɣaɾˈeɲos	ogaɾeɲos	dict	[]	0.125	0.375	0.125
hogaril	oɡaɾil	oɣaɾil	ˌoɣaɾˈil	ogaɾil	compound	hogar|il	0.167	0.500	0.167
hogaza	oɡaθa	oɣaθa	oɣˈaθa	ogaθa	dict	[]	0.200	0.400	0.200
hogaño	oɡaɲo	oɣaɲo	oɣˈaɲo	ogaɲo	dict	[]	0.200	0.400	0.200
hoguera	oɡeɾa	oɣeɾa	oɣˈeɾa	ogeɾa	dict	[]	0.200	0.400	0.200
hoja	oxa	oxa	ˈoxa	oxa	dict	[]	0.000	0.333	0.000
hojalata	oxalata	oxalata	ˌoxalˈata	oxalata	dict	[]	0.000	0.286	0.000
hojalatera	oxalateɾa	oxalateɾa	ˌoxalatˈeɾa	oxalateɾa	compound	hoja|latera	0.000	0.222	0.000
hojalatería	oxalateɾia	oxalateˈɾia	ˌoxalˌateɾˈia	oxalateɾia	dict	[]	0.100	0.300	0.000
hojaldrada	oxaldɾada	oxaldɾaða	ˌoxalðɾˈaða	oxaldɾada	dict	[]	0.111	0.444	0.000
hojaldradas	oxaldɾadas	oxaldɾaðas	ˌoxalðɾˈaðas	oxaldɾadas	dict	[]	0.100	0.400	0.000
hojaldrado	oxaldɾado	oxaldɾaðo	ˌoxalðɾˈaðo	oxaldɾado	dict	[]	0.111	0.444	0.000
hojaldrados	oxaldɾados	oxaldɾaðos	ˌoxalðɾˈaðos	oxaldɾados	dict	[]	0.100	0.400	0.000
hojaldrar	oxaldɾaɾ	oxaldɾaɾ	ˌoxalðɾˈaɾ	oxaldɾaɾ	dict	[]	0.000	0.375	0.000
hojaldre	oxaldɾe	oxaldɾe	oxˈalðɾe	oxaldɾe	dict	[]	0.000	0.286	0.000
hojarasca	oxaɾaska	oxaɾaska	ˌoxaɾˈaska	oxaɾaska	dict	[]	0.000	0.250	0.000
hojeada	oxeada	oxeaða	ˌoxeˈaða	oxeada	dict	[]	0.167	0.500	0.000
hojeadas	oxeadas	oxeaðas	ˌoxeˈaðas	oxeadas	dict	[]	0.143	0.429	0.000
hojeado	oxeado	oxeaðo	ˌoxeˈaðo	oxeado	dict	[]	0.167	0.500	0.000
hojeados	oxeados	oxeaðos	ˌoxeˈaðos	oxeados	dict	[]	0.143	0.429	0.000
hojear	oxeaɾ	oxeaɾ	ˌoxeˈaɾ	oxeaɾ	dict	[]	0.000	0.400	0.000
hojiblanca	oxiblanka	oxiblanka	ˌoxiβlˈanka	oxiblanka	dict	[]	0.000	0.333	0.000
hojilla	oxiʝa	oxiʝa	oxˈiʎa	oxiʎa	compound	ho|ji|lla	0.000	0.400	0.200
hojita	oxita	oxita	oxˈita	oxita	dict	[]	0.000	0.200	0.000
hojoso	oxoso	oxoso	oxˈoso	oxoso	dict	[]	0.000	0.200	0.000
hojuela	oxwela	oxwela	oxwˈela	oxwela	dict	[]	0.000	0.167	0.000
hola	ola	ola	ˈola	ola	dict	[]	0.000	0.333	0.000
holandesa	olandesa	olandesa	ˌolandˈesa	olandesa	dict	[]	0.000	0.250	0.000
holandesas	olandesas	olandesas	ˌolandˈesas	olandesas	dict	[]	0.000	0.222	0.000
holandeses	olandeses	olandeses	ˌolandˈeses	olandeses	dict	[]	0.000	0.222	0.000
holandés	olandes	olanˈdes	ˌolandˈes	olandes	dict	[]	0.143	0.286	0.000
holgada	olɡada	olgaða	olɣˈaða	olgada	dict	[]	0.333	0.500	0.167
holgadas	olɡadas	olgaðas	olɣˈaðas	olgadas	dict	[]	0.286	0.429	0.143
holgado	olɡado	olgaðo	olɣˈaðo	olgado	dict	[]	0.333	0.500	0.167
holgados	olɡados	olgaðos	olɣˈaðos	olgados	dict	[]	0.286	0.429	0.143
holganza	olɡanθa	olganθa	olɣˈanθa	olganθa	dict	[]	0.143	0.286	0.143
holgar	olɡaɾ	olgaɾ	olɣˈaɾ	olgaɾ	dict	[]	0.200	0.400	0.200
holgazana	olɡaθana	olgaθana	ˌolɣaθˈana	olgaθana	dict	[]	0.125	0.375	0.125
holgazanas	olɡaθanas	olgaθanas	ˌolɣaθˈanas	olgaθanas	dict	[]	0.111	0.333	0.111
holgazaneada	olɡaθaneada	olgaθaneaða	ˌolɣaθˌaneˈaða	olgaθaneada	dict	[]	0.182	0.455	0.091
holgazaneadas	olɡaθaneadas	olgaθaneaðas	ˌolɣaθˌaneˈaðas	olgaθaneadas	dict	[]	0.167	0.417	0.083
holgazaneado	olɡaθaneado	olgaθaneaðo	ˌolɣaθˌaneˈaðo	olgaθaneado	dict	[]	0.182	0.455	0.091
holgazaneados	olɡaθaneados	olgaθaneaðos	ˌolɣaθˌaneˈaðos	olgaθaneados	dict	[]	0.167	0.417	0.083
holgazanear	olɡaθaneaɾ	olgaθaneaɾ	ˌolɣaθˌaneˈaɾ	olgaθaneaɾ	dict	[]	0.100	0.400	0.100
holgazanería	olɡaθaneɾia	olgaθaneˈɾia	ˌolɣaθˌaneɾˈia	olgaθaneɾia	dict	[]	0.182	0.364	0.091
holgazanes	olɡaθanes	olgaθanes	ˌolɣaθˈanes	olgaθanes	dict	[]	0.111	0.333	0.111
holgazán	olɡaθan	olgaˈθan	ˌolɣaθˈan	olgaθan	dict	[]	0.286	0.429	0.143
holguinera	olɡineɾa	olɡineɾa	ˌolɣinˈeɾa	olgineɾa	dict	[]	0.000	0.375	0.125
holguinero	olɡineɾo	olɡineɾo	ˌolɣinˈeɾo	olgineɾo	dict	[]	0.000	0.375	0.125
holgura	olɡuɾa	olguɾa	olɣˈuɾa	olguɾa	dict	[]	0.167	0.333	0.167
holismo	olismo	olismo	olˈismo	olismo	dict	[]	0.000	0.167	0.000
hollada	oʝada	oʎaða	oʎˈaða	oʎada	dict	[]	0.400	0.600	0.200
holladas	oʝadas	oʎaðas	oʎˈaðas	oʎadas	dict	[]	0.333	0.500	0.167
hollado	oʝado	oʎaðo	oʎˈaðo	oʎado	dict	[]	0.400	0.600	0.200
hollados	oʝados	oʎaðos	oʎˈaðos	oʎados	dict	[]	0.333	0.500	0.167
hollar	oʝaɾ	oʎaɾ	oʎˈaɾ	oʎaɾ	dict	[]	0.250	0.500	0.250
hollejo	oʝexo	oʎexo	oʎˈexo	oʎexo	dict	[]	0.200	0.400	0.200
hollín	oʝin	oˈʎin	oʎˈin	oʎin	dict	[]	0.500	0.500	0.250
holmiense	olmjense	olmjense	olmjˈɛnse	olmʝense	dict	[]	0.000	0.250	0.125
holmio	olmjo	olmjo	ˈolmjo	olmʝo	dict	[]	0.000	0.200	0.200
holocausto	olokausto	olokausto	ˌolokˈaʊsto	olokausto	dict	[]	0.000	0.333	0.000
holograma	oloɡɾama	oloɡɾama	ˌoloɣɾˈama	ologɾama	dict	[]	0.000	0.375	0.125
holográfica	oloɡɾafika	oloɡɾafika	ˌoloɣɾˈafika	ologɾafika	dict	[]	0.000	0.300	0.100
holográficas	oloɡɾafikas	oloɡɾafikas	ˌoloɣɾˈafikas	ologɾafikas	dict	[]	0.000	0.273	0.091
holonomía	olonomia	olonomia	ˌolonomˈia	olonomia	dict	[]	0.000	0.250	0.000
holán	olan	oˈlan	olˈan	olan	dict	[]	0.250	0.250	0.000
holístico	olistiko	oˈlistiko	olˈistiko	olistiko	compound	[]	0.125	0.125	0.000
holón	olon	oˈlon	olˈon	olon	compound	[]	0.250	0.250	0.000
holónimo	olonimo	oˈlonimo	olˈonimo	olonimo	compound	[]	0.143	0.143	0.000
hombrada	ombɾada	ombɾaða	ombɾˈaða	ombɾada	dict	[]	0.143	0.286	0.000
hombrazo	ombɾaθo	ombɾaθo	ombɾˈaθo	ombɾaθo	dict	[]	0.000	0.143	0.000
hombrazos	ombɾaθos	ombɾaθos	ombɾˈaθos	ombɾaθos	dict	[]	0.000	0.125	0.000
hombre	ombɾe	ombɾe	ˈombɾe	ombɾe	dict	[]	0.000	0.200	0.000
hombrecillo	ombɾeθiʝo	ombɾeθiʎo	ˌombɾeθˈiʎo	ombɾeθiʎo	dict	[]	0.111	0.333	0.111
hombrecito	ombɾeθito	ombɾeθito	ˌombɾeθˈito	ombɾeθito	compound	hombre|cito	0.000	0.222	0.000
hombredad	ombɾedad	ombɾedað	ˌombɾeðˈad	ombɾedad	compound	hombre|dad	0.125	0.375	0.000
hombrera	ombɾeɾa	ombɾeɾa	ombɾˈeɾa	ombɾeɾa	dict	[]	0.000	0.143	0.000
hombreras	ombɾeɾas	ombɾeɾas	ombɾˈeɾas	ombɾeɾas	dict	[]	0.000	0.125	0.000
hombres	ombɾes	ombɾes	ˈombɾes	ombɾes	dict	[]	0.000	0.167	0.000
hombretón	ombɾeton	ombɾeˈton	ˌombɾetˈon	ombɾeton	dict	[]	0.125	0.250	0.000
hombrillo	ombɾiʝo	ombɾiʎo	ombɾˈiʎo	ombɾiʎo	dict	[]	0.143	0.286	0.143
hombrillos	ombɾiʝos	ombɾiʎos	ombɾˈiʎos	ombɾiʎos	dict	[]	0.125	0.250	0.125
hombro	ombɾo	ombɾo	ˈombɾo	ombɾo	dict	[]	0.000	0.200	0.000
hombrones	ombɾones	ombɾones	ombɾˈones	ombɾones	compound	hombro|n|es	0.000	0.125	0.000
hombros	ombɾos	ombɾos	ˈombɾos	ombɾos	dict	[]	0.000	0.167	0.000
hombruno	ombɾuno	ombɾuno	ombɾˈuno	ombɾuno	dict	[]	0.000	0.143	0.000
hombría	ombɾia	oˈmbɾia	ombɾˈia	ombɾia	dict	[]	0.167	0.167	0.000
hombrón	ombɾon	omˈbɾon	ombɾˈon	ombɾon	compound	[]	0.167	0.167	0.000
homenaje	omenaxe	omenaxe	ˌomenˈaxe	omenaxe	dict	[]	0.000	0.286	0.000
homenajeada	omenaxeada	omenaxeaða	ˌomenˌaxeˈaða	omenaxeada	dict	[]	0.100	0.400	0.000
homenajeadas	omenaxeadas	omenaxeaðas	ˌomenˌaxeˈaðas	omenaxeadas	dict	[]	0.091	0.364	0.000
homenajeado	omenaxeado	omenaxeaðo	ˌomenˌaxeˈaðo	omenaxeado	dict	[]	0.100	0.400	0.000
homenajeados	omenaxeados	omenaxeaðos	ˌomenˌaxeˈaðos	omenaxeados	dict	[]	0.091	0.364	0.000
homenajear	omenaxeaɾ	omenaxeaɾ	ˌomenˌaxeˈaɾ	omenaxeaɾ	dict	[]	0.000	0.333	0.000
homeodominio	omeodominjo	omeodominjo	ˌomeˌoðomˈinjo	omeodominʝo	compound	ho|meo|dominio	0.000	0.364	0.091
homeopatía	omeopatia	omeopaˈtia	ˌomeˌopatˈia	omeopatia	dict	[]	0.111	0.333	0.000
homeostasis	omeostasis	omeostasis	ˌomeostˈasis	omeostasis	compound	ho|meo|s|tasi|s	0.000	0.200	0.000
homeostática	omeostatika	omeostˈatika	ˌomeostˈatika	omeostatika	compound	ho|meo|s|t|ática	0.091	0.182	0.000
homeostáticas	omeostatikas	omeostˈatikas	ˌomeostˈatikas	omeostatikas	compound	ho|meo|s|t|áticas	0.083	0.167	0.000
homeostático	omeostatiko	omeostˈatiko	ˌomeostˈatiko	omeostatiko	compound	ho|meo|s|t|ático	0.091	0.182	0.000
homeostáticos	omeostatikos	omeostˈatikos	ˌomeostˈatikos	omeostatikos	compound	ho|meo|s|t|áticos	0.083	0.167	0.000
homeópata	omeopata	omeˈopata	ˌomeˈopata	omeopata	dict	[]	0.125	0.250	0.000
homiciano	omiθjano	omiθjano	ˌomiθjˈano	omiθʝano	dict	[]	0.000	0.250	0.125
homicida	omiθida	omiθiða	ˌomiθˈiða	omiθida	dict	[]	0.143	0.429	0.000
homicidio	omiθidjo	omiθiðjo	ˌomiθˈiðjo	omiθidʝo	dict	[]	0.125	0.375	0.125
homilía	omilia	omiˈlia	ˌomilˈia	omilia	dict	[]	0.167	0.333	0.000
hominización	ominiθaθjon	ominiθaθjon	ˌominˌiθaθjˈon	ominiθaθʝon	compound	ho|mi|ni|za|ción	0.000	0.273	0.091
hominizar	ominiθaɾ	ominiθaɾ	ˌominiθˈaɾ	ominiθaɾ	dict	[]	0.000	0.250	0.000
homoafectivo	omoafeɡtibo	omoafeɡtibo	ˌomoˌafektˈiβo	omoafektibo	dict	[]	0.000	0.455	0.091
homocinético	omoθinetiko	omoθiˈnetiko	ˌomoθinˈetiko	omoθinetiko	compound	ho|mo|cinético	0.091	0.182	0.000
homocisteína	omoθisteina	omoθisteˈina	ˌomoθˌisteˈina	omoθisteina	compound	[]	0.091	0.273	0.000
homofobia	omofobja	omofobja	ˌomofˈoβja	omofobʝa	compound	ho|mofo|bia	0.000	0.375	0.125
homofóbica	omofobika	omoˈfobika	ˌomofˈoβika	omofobika	compound	ho|mofó|bi|ca	0.111	0.333	0.000
homofóbicas	omofobikas	omoˈfobikas	ˌomofˈoβikas	omofobikas	compound	ho|mofó|bi|ca|s	0.100	0.300	0.000
homofóbico	omofobiko	omoˈfobiko	ˌomofˈoβiko	omofobiko	compound	ho|mofó|bi|co	0.111	0.333	0.000
homofóbicos	omofobikos	omoˈfobikos	ˌomofˈoβikos	omofobikos	compound	ho|mofó|bi|co|s	0.100	0.300	0.000
homofónico	omofoniko	omoˈfoniko	ˌomofˈoniko	omofoniko	compound	ho|mo|fónico	0.111	0.222	0.000
homogeneización	omoxeneiθaθjon	omoxeneiθaˈθjon	ˌomoxˌeneɪθaθjˈon	omoxeneiθaθʝon	dict	[]	0.071	0.286	0.071
homogeneizada	omoxeneiθada	omoxeneiθaða	ˌomoxˌeneɪθˈaða	omoxeneiθada	dict	[]	0.083	0.417	0.000
homogeneizadas	omoxeneiθadas	omoxeneiθaðas	ˌomoxˌeneɪθˈaðas	omoxeneiθadas	dict	[]	0.077	0.385	0.000
homogeneizado	omoxeneiθado	omoxeneiθaðo	ˌomoxˌeneɪθˈaðo	omoxeneiθado	dict	[]	0.083	0.417	0.000
homogeneizador	omoxeneiθadoɾ	omoxeneiθaðor	ˌomoxˌeneɪθaðˈoɾ	omoxeneiθadoɾ	compound	homogeneizado|r	0.154	0.385	0.000
homogeneizados	omoxeneiθados	omoxeneiθaðos	ˌomoxˌeneɪθˈaðos	omoxeneiθados	dict	[]	0.077	0.385	0.000
homogeneizar	omoxeneiθaɾ	omoxeneiθaɾ	ˌomoxˌeneɪθˈaɾ	omoxeneiθaɾ	dict	[]	0.000	0.364	0.000
homologable	omoloɡable	omoloɣable	ˌomoloɣˈaβle	omologable	compound	homologa|b|le	0.100	0.400	0.100
homologación	omoloɡaθjon	omoloɣaˈθjon	ˌomolˌoɣaθjˈon	omologaθʝon	dict	[]	0.182	0.364	0.182
homologada	omoloɡada	omoloɣaða	ˌomoloɣˈaða	omologada	dict	[]	0.222	0.444	0.111
homologadas	omoloɡadas	omoloɣaðas	ˌomoloɣˈaðas	omologadas	dict	[]	0.200	0.400	0.100
homologado	omoloɡado	omoloɣaðo	ˌomoloɣˈaðo	omologado	dict	[]	0.222	0.444	0.111
homologados	omoloɡados	omoloɣaðos	ˌomoloɣˈaðos	omologados	dict	[]	0.200	0.400	0.100
homologar	omoloɡaɾ	omoloɣaɾ	ˌomoloɣˈaɾ	omologaɾ	dict	[]	0.125	0.375	0.125
homomórfico	omomoɾfiko	omomˈoɾfiko	ˌomomˈoɾfiko	omomoɾfiko	compound	ho|mo|m|órfico	0.100	0.200	0.000
homonimia	omonimja	omonimja	ˌomonˈimja	omonimʝa	dict	[]	0.000	0.250	0.125
homoparentalidad	omopaɾentalidad	omopaɾentaliðad	ˌomopˌaɾentˌaliðˈad	omopaɾentalidad	compound	ho|mo|parental|ida|d	0.067	0.333	0.000
homopolímero	omopolimeɾo	omopoˈlimeɾo	ˌomopolˈimeɾo	omopolimeɾo	compound	[]	0.091	0.182	0.000
homorromanticismo	omoromantiθismo	omoromantiθismo	ˌomoɾɾˌomantiθˈismo	omoromantiθismo	dict	[]	0.000	0.333	0.000
homosexual	omoseɡswal	omosekswal	ˌomosekswˈal	omosekswal	dict	[]	0.100	0.300	0.100
homosexualidad	omoseɡswalidad	omosekswaliðað	ˌomosˌekswaliðˈad	omosekswalidad	dict	[]	0.214	0.357	0.071
homotetrámero	omotetɾameɾo	omoteˈtɾameɾo	ˌomotetɾˈameɾo	omotetɾameɾo	compound	ho|mo|tetrámero	0.083	0.167	0.000
homotético	omotetiko	omoˈtetiko	ˌomotˈetiko	omotetiko	compound	ho|moté|tic|o	0.111	0.222	0.000
homérico	omeɾiko	oˈmeɾiko	omˈeɾiko	omeɾiko	dict	[]	0.143	0.143	0.000
homófona	omofona	oˈmofona	omˈofona	omofona	dict	[]	0.143	0.143	0.000
homófonas	omofonas	oˈmofonas	omˈofonas	omofonas	dict	[]	0.125	0.125	0.000
homófono	omofono	oˈmofono	omˈofono	omofono	dict	[]	0.143	0.143	0.000
homófonos	omofonos	oˈmofonos	omˈofonos	omofonos	dict	[]	0.125	0.125	0.000
homógrafa	omoɡɾafa	oˈmoɣɾafa	omˈoɣɾafa	omogɾafa	dict	[]	0.250	0.250	0.125
homógrafas	omoɡɾafas	oˈmoɣɾafas	omˈoɣɾafas	omogɾafas	dict	[]	0.222	0.222	0.111
homógrafo	omoɡɾafo	oˈmoɣɾafo	omˈoɣɾafo	omogɾafo	dict	[]	0.250	0.250	0.125
homógrafos	omoɡɾafos	oˈmoɣɾafos	omˈoɣɾafos	omogɾafos	dict	[]	0.222	0.222	0.111
homóloga	omoloɡa	oˈmoloɣa	omˈoloɣa	omologa	dict	[]	0.286	0.286	0.143
homólogas	omoloɡas	oˈmoloɣas	omˈoloɣas	omologas	dict	[]	0.250	0.250	0.125
homólogo	omoloɡo	oˈmoloɣo	omˈoloɣo	omologo	dict	[]	0.286	0.286	0.143
homólogos	omoloɡos	oˈmoloɣos	omˈoloɣos	omologos	dict	[]	0.250	0.250	0.125
homónimas	omonimas	oˈmonimas	omˈonimas	omonimas	dict	[]	0.125	0.125	0.000
homónimo	omonimo	oˈmonimo	omˈonimo	omonimo	dict	[]	0.143	0.143	0.000
homúnculo	omunkulo	oˈmuŋkulo	omˈunkulo	omunkulo	dict	[]	0.250	0.125	0.000
homúnculos	omunkulos	oˈmuŋkulos	omˈunkulos	omunkulos	dict	[]	0.222	0.111	0.000
honda	onda	onda	ˈonda	onda	dict	[]	0.000	0.250	0.000
hondarribitarra	ondaribitara	ondaribitara	ˌondaɾɾˌiβitˈaɾɾa	ondaribitara	dict	[]	0.000	0.667	0.000
hondas	ondas	ondas	ˈondas	ondas	dict	[]	0.000	0.200	0.000
hondero	ondeɾo	ondeɾo	ondˈeɾo	ondeɾo	dict	[]	0.000	0.167	0.000
hondo	ondo	ondo	ˈondo	ondo	dict	[]	0.000	0.250	0.000
hondonada	ondonada	ondonaða	ˌondonˈaða	ondonada	dict	[]	0.125	0.375	0.000
hondureño	onduɾeɲo	onduɾeɲo	ˌonduɾˈeɲo	onduɾeɲo	dict	[]	0.000	0.250	0.000
hondísima	ondisima	ondisima	ondˈisima	ondisima	dict	[]	0.000	0.125	0.000
hondísimas	ondisimas	ondisimas	ondˈisimas	ondisimas	compound	hondísima|s	0.000	0.111	0.000
hondísimo	ondisimo	ondisimo	ondˈisimo	ondisimo	dict	[]	0.000	0.125	0.000
hondísimos	ondisimos	ondisimos	ondˈisimos	ondisimos	compound	hondísimo|s	0.000	0.111	0.000
hondón	ondon	onˈdon	ondˈon	ondon	dict	[]	0.200	0.200	0.000
honesta	onesta	onesta	onˈesta	onesta	dict	[]	0.000	0.167	0.000
honestad	onestad	onestað	ˌonestˈad	onestad	dict	[]	0.143	0.286	0.000
honestamente	onestamente	onestamente	onˈestamˈente	onestamente	dict	[]	0.000	0.182	0.000
honestas	onestas	onestas	onˈestas	onestas	dict	[]	0.000	0.143	0.000
honestidad	onestidad	onestiðað	ˌonestiðˈad	onestidad	dict	[]	0.222	0.333	0.000
honestidades	onestidades	onestiðaðes	ˌonestiðˈaðes	onestidades	dict	[]	0.182	0.364	0.000
honesto	onesto	onesto	onˈesto	onesto	dict	[]	0.000	0.167	0.000
honestos	onestos	onestos	onˈestos	onestos	dict	[]	0.000	0.143	0.000
honestísimo	onestisimo	onesˈtisimo	ˌonestˈisimo	onestisimo	compound	[]	0.100	0.200	0.000
hongkonés	xonkones	xonkoˈnes	ˌoŋɡkonˈes	ongkones	compound	[]	0.125	0.500	0.250
hongo	onɡo	oŋgo	ˈoŋɡo	ongo	dict	[]	0.500	0.500	0.250
honor	onoɾ	onoɾ	onˈoɾ	onoɾ	dict	[]	0.000	0.250	0.000
honorabilidad	onoɾabilidad	onoɾaβiliðað	ˌonoɾˌaβiliðˈad	onoɾabilidad	dict	[]	0.250	0.417	0.000
honorable	onoɾable	onoɾaβle	ˌonoɾˈaβle	onoɾable	dict	[]	0.125	0.375	0.000
honorada	onoɾada	onoɾaða	ˌonoɾˈaða	onoɾada	dict	[]	0.143	0.429	0.000
honoradas	onoɾadas	onoɾaðas	ˌonoɾˈaðas	onoɾadas	dict	[]	0.125	0.375	0.000
honorado	onoɾado	onoɾaðo	ˌonoɾˈaðo	onoɾado	dict	[]	0.143	0.429	0.000
honorados	onoɾados	onoɾaðos	ˌonoɾˈaðos	onoɾados	dict	[]	0.125	0.375	0.000
honorar	onoɾaɾ	onoɾaɾ	ˌonoɾˈaɾ	onoɾaɾ	dict	[]	0.000	0.333	0.000
honoraria	onoɾaɾja	onoɾaɾja	ˌonoɾˈaɾja	onoɾaɾʝa	dict	[]	0.000	0.250	0.125
honorariamente	onoɾaɾjamente	onoɾaɾjamente	ˌonoɾˈaɾjamˈente	onoɾaɾʝamente	compound	honoraria|mente	0.000	0.231	0.077
honorarias	onoɾaɾjas	onoɾaɾjas	ˌonoɾˈaɾjas	onoɾaɾʝas	dict	[]	0.000	0.222	0.111
honorario	onoɾaɾjo	onoɾaɾjo	ˌonoɾˈaɾjo	onoɾaɾʝo	dict	[]	0.000	0.250	0.125
honorarios	onoɾaɾjos	onoɾaɾjos	ˌonoɾˈaɾjos	onoɾaɾʝos	dict	[]	0.000	0.222	0.111
honores	onoɾes	onoɾes	onˈoɾes	onoɾes	dict	[]	0.000	0.167	0.000
honorífica	onoɾifika	onoˈɾifika	ˌonoɾˈifika	onoɾifika	dict	[]	0.111	0.222	0.000
honoríficas	onoɾifikas	onoˈɾifikas	ˌonoɾˈifikas	onoɾifikas	dict	[]	0.100	0.200	0.000
honorífico	onoɾifiko	onoˈɾifiko	ˌonoɾˈifiko	onoɾifiko	dict	[]	0.111	0.222	0.000
honoríficos	onoɾifikos	onoˈɾifikos	ˌonoɾˈifikos	onoɾifikos	dict	[]	0.100	0.200	0.000
honra	onra	onra	ˈonra	onra	dict	[]	0.000	0.250	0.000
honrada	onrada	onraða	onrˈaða	onrada	dict	[]	0.167	0.333	0.000
honradas	onradas	onraðas	onrˈaðas	onradas	dict	[]	0.143	0.286	0.000
honradeces	onradeθes	onraðeθes	ˌonraðˈeθes	onradeθes	dict	[]	0.111	0.333	0.000
honradez	onradeθ	onraðeθ	ˌonraðˈeθ	onradeθ	dict	[]	0.143	0.429	0.000
honrado	onrado	onraðo	onrˈaðo	onrado	dict	[]	0.167	0.333	0.000
honrados	onrados	onraðos	onrˈaðos	onrados	dict	[]	0.143	0.286	0.000
honrar	onraɾ	onraɾ	onrˈaɾ	onraɾ	dict	[]	0.000	0.200	0.000
honrilla	onriʝa	onriʎa	onrˈiʎa	onriʎa	dict	[]	0.167	0.333	0.167
honrosa	onrosa	onrosa	onrˈosa	onrosa	dict	[]	0.000	0.167	0.000
honrosamente	onrosamente	onrosamente	onrˈosamˈente	onrosamente	dict	[]	0.000	0.182	0.000
honrosas	onrosas	onrosas	onrˈosas	onrosas	dict	[]	0.000	0.143	0.000
honroso	onroso	onroso	onrˈoso	onroso	dict	[]	0.000	0.167	0.000
honrosos	onrosos	onrosos	onrˈosos	onrosos	dict	[]	0.000	0.143	0.000
honrá	onra	onra	onrˈa	onra	dict	[]	0.000	0.250	0.000
hontanar	ontanaɾ	ontanaɾ	ˌontanˈaɾ	ontanaɾ	dict	[]	0.000	0.286	0.000
hooligan	xuliɡan	xuliɡan	ˌoolˈiɣan	ooligan	dict	[]	0.000	0.714	0.429
hopalanda	opalanda	opalanda	ˌopalˈanda	opalanda	dict	[]	0.000	0.250	0.000
hopia	xopja	xopja	ˈopja	opʝa	dict	[]	0.000	0.200	0.400
hoplítico	oplitiko	oplitiko	oplˈitiko	oplitiko	dict	[]	0.000	0.125	0.000
hora	oɾa	oɾa	ˈoɾa	oɾa	dict	[]	0.000	0.333	0.000
horaciano	oɾaθjano	oɾaθjano	ˌoɾaθjˈano	oɾaθʝano	dict	[]	0.000	0.250	0.125
horadada	oɾadada	oɾaðaða	ˌoɾaðˈaða	oɾadada	dict	[]	0.286	0.571	0.000
horadadas	oɾadadas	oɾaðaðas	ˌoɾaðˈaðas	oɾadadas	dict	[]	0.250	0.500	0.000
horadado	oɾadado	oɾaðaðo	ˌoɾaðˈaðo	oɾadado	dict	[]	0.286	0.571	0.000
horadados	oɾadados	oɾaðaðos	ˌoɾaðˈaðos	oɾadados	dict	[]	0.250	0.500	0.000
horadar	oɾadaɾ	oɾaðaɾ	ˌoɾaðˈaɾ	oɾadaɾ	dict	[]	0.167	0.500	0.000
horado	oɾado	oɾaðo	oɾˈaðo	oɾado	dict	[]	0.200	0.400	0.000
horados	oɾados	oɾaðos	oɾˈaðos	oɾados	dict	[]	0.167	0.333	0.000
horaria	oɾaɾja	oɾaɾja	oɾˈaɾja	oɾaɾʝa	dict	[]	0.000	0.167	0.167
horarias	oɾaɾjas	oɾaɾjas	oɾˈaɾjas	oɾaɾʝas	dict	[]	0.000	0.143	0.143
horario	oɾaɾjo	oɾaɾjo	oɾˈaɾjo	oɾaɾʝo	dict	[]	0.000	0.167	0.167
horarios	oɾaɾjos	oɾaɾjos	oɾˈaɾjos	oɾaɾʝos	dict	[]	0.000	0.143	0.143
