al	/al/
přelet	/ˈpr̝̊ɛ.lɛt/
přelidněný	/pr̝ɛlɪdɲɛniː/
přelidněný	/pr̝̊ɛlɪdɲɛniː/
přelom	/pr̝ɛlom/
přelom	/pr̝̊ɛlɔm/
přelomový	/pr̝̊ɛlɔmɔviː/
přelomu	/pr̝̊ɛlɔmʊ/
přeložit	/pr̝ɛloʒɪt/
přeložit	/pr̝̊ɛlɔʒɪt/
přeložka	/pr̝ɛloʃka/
přeložka	/pr̝̊ɛlɔʃka/
přelstít	/pr̝̊ɛlsciːt/
přelétnout	/ˈpr̝̊ɛ.lɛːtnɔʊ̯t/
přemisťují	/pr̝ɛmɪscujiː/
přemisťují	/pr̝̊ɛmɪscʊjiː/
přemlouvadlo	/pr̝̊ɛmlɔʊ̯vadlɔ/
přemluvit	/pr̝ɛmluvɪt/
přemluvit	/pr̝̊ɛmlʊvɪt/
přemnožené	/pr̝ɛmnoʒɛnɛː/
přemnožené	/pr̝̊ɛmnɔʒɛnɛː/
přemnožením	/pr̝ɛmnoʒɛɲiːm/
přemnožením	/pr̝̊ɛmnɔʒɛɲiːm/
přemodulace	/pr̝ɛmodulatsɛ/
přemodulace	/pr̝̊ɛmodʊlat͡sɛ/
přemoudřelý	/pr̝̊ɛmɔʊ̯dr̝ɛliː/
přemožitel	/pr̝ɛmoʒɪtɛl/
přemožitel	/pr̝̊ɛmɔʒɪtɛl/
přemožitelka	/pr̝ɛmoʒɪtɛlka/
přemožitelka	/pr̝̊ɛmɔʒɪtɛlka/
přemožitelku	/pr̝ɛmoʒɪtɛlku/
přemožitelku	/pr̝̊ɛmɔʒɪtɛlkʊ/
přemyskovati	/pr̝ɛmɪskovacɪ/
přemyskovati	/ˈpr̝̊ɛmɪskɔvacɪ/
přemysl	/pr̝ɛmɪsl/
přemysl	/pr̝̊ɛmɪsl̩/
přemyslovský	/pr̝ɛmɪslofskiː/
přemyslovský	/pr̝̊ɛmɪslɔfskiː/
přemyšlanský	/pr̝ɛmɪʃlanskiː/
přemyšlanský	/pr̝̊ɛmɪʃlanskiː/
přemyšlany	/pr̝ɛmɪʃlanɪ/
přemyšlany	/ˈpr̝̊ɛ.mɪ.ʃla.nɪ/
přemísťovat	/pr̝̊ɛmiːscɔvat/
přemítat	/pr̝ɛmiːtat/
přemítat	/ˈpr̝̊emiːtat/
přemýšlet	/pr̝ɛmiːʃlɛt/
přemýšlet	/pr̝̊ɛmiːʃlɛt/
přemýšleti	/pr̝ɛmiːʃlɛcɪ/
přemýšleti	/pr̝̊ɛmiːʃlɛcɪ/
přemýšlivý	/pr̝ɛmiːʃlɪviː/
přemýšlivý	/ˈpr̝̊ɛmiːʃlɪviː/
přemýšlí	/pr̝ɛmiːʃliː/
přemýšlí	/pr̝̊ɛmiːʃliː/
přemýšlím	/pr̝ɛmiːʃliːm/
přemýšlím	/pr̝̊ɛmiːʃliːm/
přeměna	/pr̝̊ɛmɲɛna/
přeměněny	/pr̝ɛmɲɛɲɛnɪ/
přeměněny	/pr̝̊ɛmɲɛɲɛnɪ/
přeměřili	/pr̝ɛmɲɛr̝ɪlɪ/
přeměřili	/pr̝̊ɛmɲɛr̝ɪlɪ/
přenašeč	/pr̝ɛnaʃɛtʃ/
přenašeč	/ˈpr̝̊ɛnaʃɛt͡ʃ/
přenesli	/pr̝ɛnɛslɪ/
přenesli	/pr̝̊ɛnɛslɪ/
přenocovat	/pr̝ɛnocovat/
přenocovat	/pr̝̊ɛnot͡sɔvat/
přenocovati	/pr̝ɛnocovacɪ/
přenocovati	/pr̝̊ɛnocɔvacɪ/
přenos	/pr̝ɛnos/
přenos	/pr̝̊ɛnɔs/
přenosné	/pr̝ɛnosnɛː/
přenosné	/pr̝̊ɛnɔsnɛː/
přenosný	/pr̝ɛnosniː/
přenosný	/pr̝̊ɛnɔsniː/
přenosové	/pr̝̊ɛnɔsɔvɛː/
přenosový	/pr̝̊ɛnɔsɔviː/
přenosu	/pr̝ɛnosu/
přenosu	/pr̝̊ɛnɔsʊ/
přenášela	/pr̝ɛnaːʃɛla/
přenášela	/pr̝̊ɛnaːʃɛla/
přenášet	/pr̝ɛnaːʃɛt/
přenášet	/pr̝̊ɛnaːʃɛt/
přeosvícenost	/pr̝̊ɛɔsviːt͡sɛnɔst/
přepadení	/ˈpr̝̊ɛpadɛɲiː/
přepadl	/pr̝ɛpadl/
přepadl	/pr̝̊ɛpadl̩/
přepadla	/pr̝ɛpadla/
přepadla	/pr̝̊ɛpadla/
přepadnout	/pr̝ɛpadnout/
přepadnout	/ˈpr̝̊ɛpadnɔʊ̯t/
přepadnuv	/pr̝ɛpadnuf/
přepadnuv	/pr̝̊ɛpadnʊf/
přepalte	/pr̝̊ɛpaltɛ/
přepalujme	/ˈpr̝̊ɛpaˌlʊi̯mɛ/
přepepřete	/ˈpr̝̊ɛpɛpr̝̊ɛtɛ/
přepepřit	/pr̝ɛpɛpr̝ɪt/
přepepřit	/pr̝̊ɛpɛpr̝̊ɪt/
přepestrý	/pr̝ɛpɛstriː/
přepestrý	/pr̝̊ɛpɛstriː/
přepisy	/pr̝ɛpɪsɪ/
přepisy	/pr̝̊ɛpɪsɪ/
přeplněné	/pr̝ɛplɲɛnɛː/
přeplněné	/pr̝̊ɛpl̩ɲɛnɛː/
přepona	/pr̝ɛpona/
přepona	/pr̝̊ɛpɔna/
přeposlali	/pr̝ɛposlalɪ/
přeposlali	/pr̝̊ɛpɔslalɪ/
přepracovanost	/pr̝̊ɛprat͡sɔvanɔst/
přepracovat	/pr̝̊ɛprat͡sɔvat/
přeprav	/pr̝̊ɛpraf/
přeprava	/pr̝ɛprava/
přeprava	/pr̝̊ɛprava/
přepravce	/pr̝ɛpraftsɛ/
přepravce	/pr̝̊ɛpraft͡sɛ/
přepraven	/pr̝ɛpravɛn/
přepraven	/pr̝̊ɛpravɛn/
přepravena	/pr̝ɛpravɛna/
přepravena	/pr̝̊ɛpravɛna/
přepraveni	/pr̝ɛpravɛɲɪ/
přepraveni	/pr̝̊ɛpravɛɲɪ/
přepravil	/pr̝ɛpravɪl/
přepravil	/pr̝̊ɛpravɪl/
přepravila	/pr̝ɛpravɪla/
přepravila	/pr̝̊ɛpravɪla/
přepravili	/pr̝ɛpravɪlɪ/
přepravili	/pr̝̊ɛpravɪlɪ/
přepravit	/pr̝̊ɛpravɪt/
přepraviv	/pr̝ɛpravɪf/
přepraviv	/pr̝̊ɛpravɪf/
přepravivši	/pr̝ɛpravɪfʃɪ/
přepravivši	/pr̝̊ɛpravɪfʃɪ/
přepravné	/pr̝ɛpravnɛː/
přepravné	/pr̝̊ɛpravnɛː/
přepravní	/pr̝ɛpravɲiː/
přepravní	/pr̝̊ɛpravɲiː/
přepravník	/ˈ/
přepravoval	/pr̝ɛpravoval/
přepravoval	/pr̝̊ɛpravɔval/
přepravovat	/pr̝̊ɛpravɔvat/
přepravu	/pr̝̊ɛpravʊ/
přeprodejce	/pr̝ɛprodɛjtsɛ/
přeprodejce	/pr̝̊ɛprɔdɛjt͡sɛ/
přepsat	/pr̝̊ɛpsat/
přepsána	/pr̝ɛpsaːna/
přepsána	/pr̝̊ɛpsaːna/
přepych	/pr̝ɛpɪx/
přepych	/ˈpr̝̊ɛpɪx/
přepážka	/ˈpr̝̊ɛpaːʃka/
přepíšu	/pr̝ɛpiːʃu/
přepíšu	/ˈpr̝̊ɛpiːʃʊ/
přerodu	/pr̝ɛrodu/
přerodu	/pr̝̊ɛrɔdʊ/
přerov	/pr̝ɛrof/
přerov	/pr̝̊ɛrɔf/
přerovan	/pr̝ɛrovan/
přerovan	/pr̝̊ɛrɔvan/
přerovanka	/pr̝ɛrovanka/
přerovanka	/pr̝ɛrɔvaŋka/
přerovska	/pr̝̊ɛrɔfska/
přerovskem	/pr̝̊ɛrɔfskɛm/
přerovsko	/pr̝ɛrofsko/
přerovsko	/pr̝̊ɛrɔfskɔ/
přerovsku	/pr̝ɛrofsku/
přerovsku	/pr̝̊ɛrɔfskʊ/
přerovský	/pr̝ɛrofskiː/
přerovský	/pr̝̊ɛrɔfskiː/
přerozdělovalo	/pr̝ɛrozɟɛlovalo/
přerozdělovalo	/pr̝̊ɛrɔzɟɛlɔvalɔ/
přerušen	/pr̝ɛruʃɛn/
přerušen	/pr̝̊ɛrʊʃɛn/
přerušení	/pr̝ɛruʃɛɲiː/
přerušení	/pr̝̊ɛrʊʃɛɲiː/
přerušil	/pr̝ɛruʃɪl/
přerušil	/pr̝̊ɛrʊʃɪl/
přerušila	/pr̝ɛruʃɪla/
přerušila	/pr̝̊ɛrʊʃɪla/
přerušit	/pr̝ɛruʃɪt/
přerušit	/pr̝̊ɛrʊʃɪt/
přerušiti	/pr̝ɛruʃɪcɪ/
přerušiti	/pr̝̊ɛrʊʃɪcɪ/
přerušovač	/pr̝ɛruʃovatʃ/
přerušovač	/pr̝̊ɛrʊʃɔvat͡ʃ/
přes	/pr̝ɛs/
přes	/pr̝ɛz/
přes	/pr̝̊ɛs/
přes	/pr̝̊ɛz/
přes-	/pr̝̊ɛs/
přesah	/ˈpr̝ɛ.sax/
přesahující	/pr̝ɛsaɦujiːtsiː/
přesahující	/pr̝̊ɛsaɦʊjiːt͡siː/
přese	/pr̝ɛzɛ/
přese	/pr̝̊ɛzɛ/
přeshraniční	/pr̝̊ɛzɦraɲɪt͡ʃɲiː/
přesilovka	/pr̝ɛsɪlofka/
přesilovka	/pr̝̊ɛsɪlɔfka/
přeskakovat	/pr̝ɛskakovat/
přeskakovat	/pr̝̊ɛskakɔvat/
přeskakujícími	/pr̝̊ɛskakʊjiːt͡siːmɪ/
přeskočilo	/pr̝̊ɛskɔt͡ʃɪlɔ/
přeskočit	/pr̝ɛskotʃɪt/
přeskočit	/pr̝̊ɛskɔt͡ʃɪt/
přeskočiti	/pr̝ɛskotʃɪcɪ/
přeskočiti	/pr̝̊ɛskɔt͡ʃɪcɪ/
přeskupení	/pr̝ɛskupɛɲiː/
přeskupení	/ˈpr̝̊ɛskʊpɛɲiː/
přeskáče	/pr̝̊ɛskaːt͡ʃɛ/
přeslazený	/pr̝ɛslazɛniː/
přeslazený	/pr̝̊ɛslazɛniː/
přeslech'	/pr̝ɛslɛx/
přeslech'	/ˈpr̝̊ɛslɛx/
přeslechový	/pr̝ɛslɛxoviː/
přeslechový	/pr̝̊ɛslɛxɔviː/
přeslen	/pr̝ɛslɛn/
přeslen	/ˈpr̝̊ɛslɛn/
přeslice	/pr̝ɛslɪtsɛ/
přeslice	/pr̝̊ɛslɪt͡sɛ/
přeslička	/pr̝ɛslɪtʃka/
přeslička	/ˈpr̝̊ɛslɪt͡ʃka/
přeslička rolní	/pr̝̊ɛslɪt͡ʃka rɔlɲiː/
přesličkový	/pr̝ɛslɪtʃkoviː/
přesličkový	/pr̝̊ɛslɪt͡ʃkɔviː/
přesmyk	/pr̝ɛsmɪk/
přesmyk	/pr̝̊ɛsmɪk/
přesmykač	/pr̝̊ɛsmɪkat͡ʃ/
přesmyčka	/pr̝ɛsmɪtʃka/
přesmyčka	/pr̝̊ɛsm̩ɪt͡ʃka/
přesnice	/pr̝ɛsɲɪtsɛ/
přesnice	/pr̝̊ɛsɲɪt͡sɛ/
přesnost	/pr̝ɛsnost/
přesnost	/pr̝̊ɛsnɔst/
přesného	/pr̝ɛsnɛːɦo/
přesného	/pr̝̊ɛsnɛːɦɔ/
přesnídávka	/pr̝̊ɛsɲiːdaːfka/
přesný	/pr̝ɛsniː/
přesný	/pr̝̊ɛsniː/
přesně	/pr̝ɛsɲɛ/
přesně	/pr̝̊ɛsɲɛ/
přespolní	/pr̝̊ɛspɔlɲiː/
přespočetný	/pr̝̊ɛspɔt͡ʃɛtniː/
přespávačka	/ˈpr̝̊ɛs.paːvat͡ʃka/
přespříliš	/pr̝ɛspr̝iːlɪʃ/
přespříliš	/pr̝̊ɛspr̝̊iːliʃ/
přespříští	/pr̝̊ɛspr̝̊iːʃciː/
přestali	/pr̝ɛstalɪ/
přestali	/pr̝̊ɛstalɪ/
přestane	/pr̝ɛstanɛ/
přestane	/pr̝̊ɛstanɛ/
přestat	/pr̝ɛstat/
přestat	/pr̝̊ɛstat/
přestavbu	/pr̝ɛstavbu/
přestavbu	/pr̝̊ɛstavbʊ/
přestavbě	/pr̝ɛstavbjɛ/
přestavbě	/pr̝̊ɛstavbjɛ/
přestaňme	/pr̝ɛstaɲmɛ/
přestaňme	/ˈpr̝̊ɛstaɲmɛ/
přesto	/pr̝ɛsto/
přesto	/ˈpr̝̊ɛs.tɔ/
přestoupení	/pr̝ɛstoupɛɲiː/
přestoupení	/ˈpr̝̊ɛstɔʊ̯pɛɲiː/
přestoupil	/pr̝ɛstoupɪl/
přestoupil	/pr̝̊ɛstɔʊ̯pɪl/
přestoupit	/pr̝ɛstoupɪt/
přestoupit	/pr̝̊ɛstɔʊ̯pɪt/
přestoupiv	/pr̝ɛstoupɪf/
přestoupiv	/pr̝̊ɛstɔʊ̯pɪf/
přestože	/pr̝ɛstoʒɛ/
přestože	/pr̝̊ɛstɔʒɛ/
přestup	/pr̝ɛstup/
přestup	/pr̝̊ɛstʊp/
přestup osténkatý	/pr̝̊ɛstup ɔsteːnkatiː/
přestupek	/pr̝ɛstupɛk/
přestupek	/pr̝̊ɛstʊpɛk/
přestupku	/pr̝ɛstupku/
přestupku	/pr̝̊ɛstʊpkʊ/
přestupky	/pr̝ɛstupkɪ/
přestupky	/pr̝̊ɛstʊpkɪ/
přestupků	/pr̝̊ɛstʊpkuː/
přestupního	/pr̝ɛstupɲiːɦo/
přestupního	/pr̝̊ɛstʊpɲiːɦɔ/
přestupný rok	/ˈpr̝̊ɛstʊpniː ˈrɔk/
přestávaj	/pr̝ɛstaːvaj/
přestávaj	/pr̝̊ɛstaːvaj/
přestávajíc	/pr̝ɛstaːvajiːts/
přestávajíc	/ˈpr̝̊ɛstaːvajiːt͡s/
přestávat	/pr̝ɛstaːvat/
přestávat	/ˈpr̝̊ɛstaːvat/
přestávka	/pr̝ɛstaːfka/
přestávka	/ˈpr̝̊ɛs.taːfka/
přestěhuji	/pr̝ɛscɛɦujɪ/
přestěhuji	/pr̝̊ɛscɛɦʊjɪ/
přestřelka	/pr̝ɛstr̝ɛlka/
přestřelka	/pr̝̊ɛstr̝̊ɛlka/
přestřelkách	/pr̝ɛstr̝ɛlkaːx/
přestřelkách	/pr̝̊ɛstr̝̊ɛlkaːx/
přesun	/pr̝̊ɛsʊn/
přesunem	/pr̝ɛsunɛm/
přesunem	/pr̝̊ɛsʊnɛm/
přesuneme	/pr̝̊ɛsʊnɛmɛ/
přesunout	/ˈpr̝̊ɛsʊnɔʊ̯t/
přesunul	/pr̝ɛsunul/
přesunul	/pr̝̊ɛsʊnʊl/
přesvědčen	/pr̝ɛsvjɛttʃɛn/
přesvědčen	/pr̝̊ɛsvjɛtt͡ʃɛn/
přesvědčena	/pr̝ɛsvjɛtʃɛna/
přesvědčena	/pr̝̊ɛsvjɛt͡ʃɛna/
přesvědčeni	/pr̝ɛsvjɛtʃɛɲɪ/
přesvědčeni	/pr̝̊ɛsvjɛt͡ʃɛɲɪ/
přesvědčená	/pr̝ɛsvjɛtʃɛnaː/
přesvědčená	/pr̝̊ɛsvjɛt͡ʃɛnaː/
přesvědčené	/pr̝̊ɛsvjɛt͡ʃɛnɛː/
přesvědčení	/pr̝ɛsvjɛttʃɛɲiː/
přesvědčení	/pr̝̊ɛsvjɛtt͡ʃɛɲiː/
přesvědčený	/pr̝ɛsvjɛtʃɛniː/
přesvědčený	/pr̝̊ɛsvjɛt͡ʃɛniː/
přesvědčit	/pr̝ɛsvjɛtʃɪt/
přesvědčit	/pr̝̊ɛsvjɛt͡ʃɪt/
přesvědčivost	/pr̝̊ɛsvjɛtt͡ʃɪvɔst/
přesvědčivý	/pr̝ɛsvjɛtʃɪviː/
přesvědčivý	/pr̝̊ɛsvjɛt͡ʃɪviː/
přesvědčivě	/pr̝̊ɛsvjɛtt͡ʃɪvjɛ/
přesvědčovat	/pr̝ɛsvjɛtʃovat/
přesvědčovat	/pr̝̊ɛsvjɛt͡ʃɔvat/
přesídlenec	/pr̝ɛsiːdlɛnɛts/
přesídlenec	/ˈpr̝̊ɛsiːdlɛnɛt͡s/
přesýpací hodiny	/pr̝̊ɛsiːpat͡siː ɦɔɟɪnɪ/
přesčas	/prɛstʃas/
přesčas	/pr̝̊ɛst͡ʃas/
přesčas	/pr̝̊ɛʃt͡ʃas/
přesčasový	/pr̝̊ɛst͡ʃasɔviː/
přetahovaná	/pr̝̊ɛtaɦɔvanaː/
přetiskem	/pr̝ɛcɪskɛm/
přetiskem	/pr̝̊ɛcɪskɛm/
přetlak	/pr̝ɛtlak/
přetlak	/pr̝̊ɛtlak/
přetloustlí	/ˈpr̝̊ɛ.tlɔʊ̯.stliː/
přetrhnout	/pr̝ɛtrɦnout/
přetrhnout	/ˈpr̝̊ɛ.tr̩.ɦnɔʊ̯t/
přetvařovat se	/pr̝̊ɛtvar̝ɔvat sɛ/
přetvářka	/pr̝ɛtvaːr̝ka/
přetvářka	/ˈpr̝̊ɛtvaːr̝̊ka/
přetékající	/ˈpr̝̊ɛ.tɛː.ka.jiː.t͡siː/
přetékat	/pr̝ɛtɛːkat/
přetékat	/pr̝̊ɛtɛːkat/
přetékati	/pr̝ɛtɛːkacɪ/
přetékati	/pr̝̊ɛtɛːkacɪ/
přetíženost	/pr̝̊ɛciːʒɛnɔst/
přetížením	/pr̝̊ɛciːʒɛɲiːm/
převaděček	/pr̝ɛvaɟɛtʃɛk/
převaděček	/pr̝̊ɛvaɟɛt͡ʃɛk/
převaděčkách	/pr̝ɛvaɟɛtʃkaːx/
převaděčkách	/pr̝̊ɛvaɟɛt͡ʃkaːx/
převažovali	/pr̝ɛvaʒovalɪ/
převažovali	/pr̝̊ɛvaʒɔvalɪ/
převažovaly	/pr̝ɛvaʒovalɪ/
převažovaly	/pr̝̊ɛvaʒɔvalɪ/
převažují	/pr̝̊ɛvaʒʊjiː/
převeliký	/pr̝ɛvɛlɪkiː/
převeliký	/pr̝̊ɛvɛlɪkiː/
převezen	/pr̝ɛvɛzɛn/
převezen	/pr̝̊ɛvɛzɛn/
převezena	/pr̝ɛvɛzɛna/
převezena	/pr̝̊ɛvɛzɛna/
převezeni	/pr̝ɛvɛzɛɲɪ/
převezeni	/pr̝̊ɛvɛzɛɲɪ/
převezeno	/pr̝ɛvɛzɛno/
převezeno	/pr̝̊ɛvɛzɛnɔ/
převezl	/pr̝ɛvɛzl/
převezl	/pr̝̊ɛvɛzl̩/
převezla	/pr̝ɛvɛzla/
převezla	/pr̝̊ɛvɛzla/
převezli	/pr̝ɛvɛzlɪ/
převezli	/pr̝̊ɛvɛzlɪ/
převezly	/pr̝ɛvɛzlɪ/
převezly	/pr̝̊ɛvɛzlɪ/
převezme	/pr̝̊ɛvɛzmɛ/
převezme	/pr̝̊ɛvɛsmɛ/
převis	/pr̝ɛvɪs/
převis	/pr̝̊ɛvɪs/
převod	/pr̝ɛvot/
převod	/pr̝̊ɛvɔt/
převoditelnost	/pr̝ɛvoɟɪtɛlnost/
převoditelnost	/pr̝̊ɛvɔɟɪtɛlnɔst/
převodovka	/pr̝ɛvodofka/
převodovka	/pr̝̊ɛvɔdɔfka/
převor	/pr̝ɛvor/
převor	/pr̝̊ɛvɔr/
převoz	/ˈpr̝ɛvɔs/
převozník	/pr̝ɛvozɲiːk/
převozník	/pr̝̊ɛvɔzɲiːk/
převrat	/ˈpr̝̊ɛ.vrat/
převratu	/pr̝ɛvratu/
převratu	/pr̝̊ɛvratʊ/
převrci se	/pr̝̊ɛvr̩t͡sisɛ/
převrhnout	/ˈpr̝̊ɛ.vr̩ɦnɔʊ̯t/
převráceného	/pr̝ɛvraːtsɛnɛːɦo/
převráceného	/pr̝̊ɛvraːt͡sɛnɛːɦɔ/
převráceně	/ˈpr̝̊ɛ.vraː.t͡sɛ.ɲɛ/
převrátilo	/pr̝̊ɛvraːcɪlɔ/
převtělit	/pr̝ɛfcɛlɪt/
převtělit	/pr̝̊ɛfcɛlɪt/
převzali	/pr̝ɛvzalɪ/
převzali	/pr̝̊ɛvzalɪ/
převzetí	/pr̝ɛvzɛciː/
převzetí	/pr̝̊ɛvzɛciː/
převzácný	/pr̝ɛvzaːtsniː/
převzácný	/pr̝̊ɛvzaːt͡sniː/
převzít	/pr̝ɛvziːt/
převzít	/pr̝̊ɛvziːt/
převáděla	/pr̝ɛvaːɟɛla/
převáděla	/pr̝̊ɛvaːɟɛla/
převádět	/pr̝ɛvaːɟɛt/
převádět	/pr̝̊ɛvaːɟɛt/
převážel	/pr̝̊ɛvaːʒɛl/
převážela	/pr̝̊ɛvaːʒɛla/
převážet	/pr̝ɛvaːʒɛt/
převážet	/pr̝̊ɛvaːʒɛt/
převážeti	/pr̝ɛvaːʒɛcɪ/
převážeti	/pr̝̊ɛvaːʒɛcɪ/
převážit	/pr̝ɛvaːʒɪt/
převážit	/pr̝̊ɛvaːʒɪt/
převážiti	/pr̝ɛvaːʒɪcɪ/
převážiti	/pr̝̊ɛvaːʒɪcɪ/
převážná	/pr̝̊ɛvaːʒnaː/
převážný	/pr̝ɛvaːʒniː/
převážný	/pr̝̊ɛvaːʒniː/
převážně	/pr̝ɛvaːʒɲɛ/
převážně	/pr̝̊ɛvaːʒɲɛ/
převést	/pr̝̊ɛvɛːst/
převézt	/pr̝ɛvɛːst/
převézt	/ˈpr̝̊ɛvɛːst/
přezdívají	/pr̝ɛzɟiːvajiː/
přezdívají	/pr̝̊ɛzɟiːvajiː/
přezdívat	/pr̝ɛzɟiːvat/
přezdívat	/pr̝̊ɛzɟiːvat/
přezdívka	/pr̝ɛzɟiːfka/
přezdívka	/pr̝̊ɛzɟiːfka/
přezimovat	/pr̝ɛzɪmovat/
přezimovat	/pr̝̊ɛzɪmɔvat/
přezkáč	/pr̝ɛskaːtʃ/
přezkáč	/ˈpr̝̊ɛskaːt͡ʃ/
přezkáče	/pr̝̊ɛskaːt͡ʃɛ/
přezuvka	/pr̝ɛzuvka/
přezuvka	/pr̝̊ɛzʊvka/
přezůvka	/pr̝ɛzuːvka/
přezůvka	/pr̝̊ɛzuːvka/
přečerpávali	/pr̝ɛtʃɛrpaːvalɪ/
přečerpávali	/pr̝̊ɛt͡ʃɛrpaːvalɪ/
přečerpávat	/pr̝ɛtʃɛrpaːvat/
přečerpávat	/pr̝̊ɛt͡ʃɛrpaːvat/
přečin	/ˈpr̝̊ɛt͡ʃɪn/
přečinu	/pr̝ɛtʃɪɲu/
přečinu	/pr̝̊ɛt͡ʃɪɲʊ/
přečistý	/pr̝ɛtʃɪstiː/
přečistý	/pr̝̊ɛt͡ʃɪstiː/
přečkávají	/pr̝ɛtʃkaːvajiː/
přečkávají	/pr̝̊ɛt͡ʃkaːvajiː/
přečtení	/pr̝ɛtʃtɛɲiː/
přečtení	/ˈpr̝̊ɛt͡ʃtɛɲiː/
přečtěte	/pr̝ɛtʃcɛtɛ/
přečtěte	/pr̝̊ɛt͡ʃcɛtɛ/
přečíst	/prɛtʃiːst/
přečíst	/prɛt͡ʃiːst/
přeď	/pr̝̊ɛc/
přeřadit	/pr̝̊ɛr̝aɟɪt/
přeřaďovač	/pr̝̊ɛr̝aɟɔvat͡ʃ/
přešel	/pr̝̊ɛʃɛl/
přešla	/pr̝ɛʃla/
přešla	/pr̝̊ɛʃla/
přežije	/pr̝ɛʒɪjɛ/
přežije	/pr̝̊ɛʒɪjɛ/
přežil	/pr̝ɛʒɪl/
přežil	/pr̝̊ɛʒɪl/
přežitek	/pr̝̊ɛʒɪtɛk/
přeživší	/pr̝ɛʒɪfʃiː/
přeživší	/pr̝̊ɛʒɪfʃiː/
přeživších	/pr̝ɛʒɪfʃiːx/
přeživších	/pr̝̊ɛʒɪfʃiːx/
přeživšími	/pr̝ɛʒɪfʃiːmɪ/
přeživšími	/pr̝̊ɛʒɪfʃiːmɪ/
přežvýkavec	/pr̝ɛʒviːkavɛts/
přežvýkavec	/pr̝̊ɛʒviːkavɛt͡s/
přežvýkavý	/pr̝ɛʒviːkaviː/
přežvýkavý	/ˈpr̝̊ɛʒviːkaviː/
přežít	/pr̝ɛʒiːt/
při	/pr̝ɪ/
při	/pr̝̊ɪ/
při-	/pr̝ɪ/
při-	/pr̝̊ɪ/
přibatolit se	/pr̝̊ɪbatɔlɪt sɛ/
přibledlý	/pr̝̊ɪblɛdliː/
přibližně	/pr̝ɪblɪʒɲɛ/
přibližně	/pr̝̊ɪblɪʒɲɛ/
přibližovat	/pr̝ɪblɪʒovat/
přibližovat	/pr̝̊ɪblɪʒɔvat/
přibližuje	/pr̝ɪblɪʒujɛ/
přibližuje	/pr̝̊ɪblɪʒʊjɛ/
přibližují	/pr̝ɪblɪʒujiː/
přibližují	/pr̝̊ɪblɪʒʊjiː/
přiblížila	/pr̝ɪbliːʒɪla/
přiblížila	/pr̝̊ɪbliːʒɪla/
přiblížily	/pr̝̊ɪbliːʒɪlɪ/
přiblížit	/pr̝ɪbliːʒɪt/
přiblížit	/pr̝̊ɪbliːʒɪt/
přiblížit se	/pr̝̊ɪbliːʒɪt sɛ/
přiblížiti	/pr̝ɪbliːʒɪcɪ/
přiblížiti	/pr̝̊ɪbliːʒɪcɪ/
přiblíží	/pr̝ɪbliːʒiː/
přiblíží	/pr̝̊ɪbliːʒiː/
přiboudlina	/pr̝ɪboudlɪna/
přiboudlina	/pr̝̊ɪbɔʊ̯dlɪna/
přibrala	/pr̝̊ɪbrala/
přibrat	/ˈpr̝̊ɪbrat/
přibrzdit	/ˈpr̝̊ɪbr̩zɟɪt/
přibránek	/pr̝ɪbraːnɛk/
přibránek	/pr̝̊ɪbraːnɛk/
přibude	/pr̝ɪbudɛ/
přibude	/pr̝̊ɪbʊdɛ/
přibyl	/pr̝ɪbɪl/
přibyl	/pr̝̊ɪbɪl/
přibylo	/pr̝ɪbɪlo/
přibylo	/pr̝̊ɪbɪlɔ/
přibylová	/pr̝ɪbɪlovaː/
přibylová	/ˈpr̝̊ɪbɪlɔvaː/
přibyslav	/pr̝ɪbɪslaf/
přibývaly	/pr̝̊ɪbiːvalɪ/
přibývá	/pr̝ɪbiːvaː/
přibývá	/pr̝̊ɪbiːvaː/
přicelerovat	/pr̝ɪtsɛlɛrovat/
přicelerovat	/ˈpr̝̊it͡sɛlɛrɔvat/
přicestovala	/pr̝ɪtsɛstovala/
přicestovala	/pr̝̊ɪt͡sɛstɔvala/
přicestovali	/pr̝̊ɪt͡sɛstɔvalɪ/
přicestování	/pr̝ɪtsɛstovaːɲiː/
přicestování	/ˈpr̝ɪt͡sɛstɔvaːɲiː/
přicházející	/ˈpr̝̊ɪxaːzɛjiːt͡siː/
přicházet	/pr̝ɪxaːzɛt/
přicházet	/pr̝̊ɪxaːzɛt/
přichází	/pr̝ɪxaːziː/
přichází	/pr̝̊ɪxaːziː/
přicházíme	/ˈpr̝̊ɪ.xaːziːmɛ/
přicmrndávat	/pr̝ɪtsmrndaːvat/
přicmrndávat	/ˈpr̝̊ɪ.t͡sm̩r̩n.daː.vat/
přicmrndávač	/pr̝ɪtsmrndaːvatʃ/
přicmrndávač	/ˈpr̝̊ɪ.t͡smr̩n.daː.vat͡ʃ/
přidaná hodnota	/ˈpr̝̊ɪdanaː ˈɦɔdnɔta/
přidat	/pr̝ɪdat/
přidat	/pr̝̊ɪdat/
přidružených	/pr̝ɪdruʒɛniːx/
přidružených	/pr̝̊ɪdrʊʒɛniːx/
přidruženými	/pr̝̊ɪdrʊʒɛniːmɪ/
přidusil	/pr̝ɪdusɪl/
přidusil	/ˈpr̝̊ɪdʊsɪl/
přidávat	/pr̝ɪdaːvat/
přidávat	/pr̝̊ɪdaːvat/
